,question,answer,image_path,label
28836,what is the color of the shape?,gray,3000.png,3
28837,is there a rectangle in the image?,no,3000.png,12
28838,is there not a rectangle in the image?,yes,3000.png,4
28839,does the image contain a triangle?,no,3000.png,12
28840,is there not a triangle?,yes,3000.png,4
28841,is there a black shape in the image?,no,3000.png,12
28842,is a black shape present?,no,3000.png,12
28843,does the image not contain a gray shape?,no,3000.png,12
28844,is a red shape present?,no,3000.png,12
28845,what shape is present?,rectangle,3001.png,7
28846,what shape does the image contain?,rectangle,3001.png,7
28847,what is the color of the shape?,red,3001.png,2
28848,is there a rectangle in the image?,yes,3001.png,4
28849,is a rectangle present?,yes,3001.png,4
28850,is there not a triangle in the image?,yes,3001.png,4
28851,is there a blue shape?,no,3001.png,12
28852,is a blue shape present?,no,3001.png,12
28853,is a yellow shape present?,no,3001.png,12
28854,is there a teal shape in the image?,no,3001.png,12
28855,does the image contain a brown shape?,no,3001.png,12
28856,what shape is in the image?,circle,3002.png,0
28857,what shape is present?,circle,3002.png,0
28858,what color is the circle?,brown,3002.png,10
28859,is there not a rectangle?,yes,3002.png,4
28860,is no triangle present?,yes,3002.png,4
28861,is there a black shape in the image?,no,3002.png,12
28862,is there a yellow shape?,no,3002.png,12
28863,does the image contain a yellow shape?,no,3002.png,12
28864,does the image not contain a teal shape?,yes,3002.png,4
28865,is no teal shape present?,yes,3002.png,4
28866,is there not a brown shape in the image?,no,3002.png,12
28867,what color is the rectangle?,blue,3003.png,11
28868,is there not a rectangle in the image?,no,3003.png,12
28869,is there a circle?,no,3003.png,12
28870,is there not a triangle in the image?,yes,3003.png,4
28871,is there a gray shape in the image?,no,3003.png,12
28872,is there not a gray shape?,yes,3003.png,4
28873,is there not a blue shape in the image?,no,3003.png,12
28874,does the image not contain a yellow shape?,yes,3003.png,4
28875,what is the green shape?,rectangle,3004.png,7
28876,is a circle present?,no,3004.png,12
28877,is there not a triangle?,yes,3004.png,4
28878,is there not a red shape?,yes,3004.png,4
28879,is no yellow shape present?,yes,3004.png,4
28880,is there a teal shape?,no,3004.png,12
28881,is there not a teal shape?,yes,3004.png,4
28882,is there a brown shape?,no,3004.png,12
28883,is there not a brown shape?,yes,3004.png,4
28884,what shape is present?,triangle,3005.png,9
28885,what color is the shape?,green,3005.png,1
28886,is there not a gray shape?,yes,3005.png,4
28887,does the image not contain a gray shape?,yes,3005.png,4
28888,is no red shape present?,yes,3005.png,4
28889,does the image contain a blue shape?,no,3005.png,12
28890,is there a yellow shape in the image?,no,3005.png,12
28891,is there not a teal shape in the image?,yes,3005.png,4
28892,what shape is present?,circle,3006.png,0
28893,what color is the shape?,teal,3006.png,5
28894,what is the color of the shape?,teal,3006.png,5
28895,does the image contain a rectangle?,no,3006.png,12
28896,is there not a rectangle?,yes,3006.png,4
28897,does the image not contain a triangle?,yes,3006.png,4
28898,is a gray shape present?,no,3006.png,12
28899,is there not a gray shape?,yes,3006.png,4
28900,is there not a gray shape in the image?,yes,3006.png,4
28901,is no red shape present?,yes,3006.png,4
28902,is there a brown shape?,no,3006.png,12
28903,what shape is present?,circle,3007.png,0
28904,what shape does the image contain?,circle,3007.png,0
28905,is there a rectangle?,no,3007.png,12
28906,does the image contain a rectangle?,no,3007.png,12
28907,is there a circle?,yes,3007.png,4
28908,does the image not contain a green shape?,no,3007.png,12
28909,is there not a blue shape?,yes,3007.png,4
28910,does the image contain a yellow shape?,no,3007.png,12
28911,what color is the shape?,blue,3008.png,11
28912,what is the color of the shape?,blue,3008.png,11
28913,is there a rectangle?,no,3008.png,12
28914,is there a rectangle in the image?,no,3008.png,12
28915,does the image contain a circle?,no,3008.png,12
28916,does the image contain a yellow shape?,no,3008.png,12
28917,is no brown shape present?,yes,3008.png,4
28918,what shape is in the image?,triangle,3009.png,9
28919,what is the teal shape?,triangle,3009.png,9
28920,is there a rectangle?,no,3009.png,12
28921,does the image contain a rectangle?,no,3009.png,12
28922,is a rectangle present?,no,3009.png,12
28923,is no circle present?,yes,3009.png,4
28924,does the image not contain a triangle?,no,3009.png,12
28925,is there not a gray shape in the image?,yes,3009.png,4
28926,does the image not contain a yellow shape?,yes,3009.png,4
28927,what shape is in the image?,triangle,3010.png,9
28928,is there not a black shape in the image?,yes,3010.png,4
28929,is there not a gray shape in the image?,yes,3010.png,4
28930,is a blue shape present?,no,3010.png,12
28931,is there a yellow shape in the image?,no,3010.png,12
28932,is there not a teal shape in the image?,no,3010.png,12
28933,what shape is in the image?,rectangle,3011.png,7
28934,does the image contain a rectangle?,yes,3011.png,4
28935,is there not a rectangle in the image?,no,3011.png,12
28936,is no rectangle present?,no,3011.png,12
28937,is there not a circle?,yes,3011.png,4
28938,is no green shape present?,yes,3011.png,4
28939,is there a teal shape in the image?,no,3011.png,12
28940,does the image not contain a teal shape?,yes,3011.png,4
28941,is there a brown shape?,no,3011.png,12
28942,what shape is in the image?,triangle,3012.png,9
28943,what shape is present?,triangle,3012.png,9
28944,what is the yellow shape?,triangle,3012.png,9
28945,what is the color of the triangle?,yellow,3012.png,8
28946,is there not a circle?,yes,3012.png,4
28947,is there not a triangle in the image?,no,3012.png,12
28948,does the image contain a black shape?,no,3012.png,12
28949,is there a gray shape?,no,3012.png,12
28950,is there a red shape in the image?,no,3012.png,12
28951,is a green shape present?,no,3012.png,12
28952,is no blue shape present?,yes,3012.png,4
28953,does the image contain a yellow shape?,yes,3012.png,4
28954,does the image not contain a yellow shape?,no,3012.png,12
28955,what shape is present?,circle,3013.png,0
28956,what shape does the image contain?,circle,3013.png,0
28957,what color is the shape?,blue,3013.png,11
28958,does the image contain a triangle?,no,3013.png,12
28959,is there a black shape?,no,3013.png,12
28960,is there not a black shape?,yes,3013.png,4
28961,is there not a black shape in the image?,yes,3013.png,4
28962,is there a green shape in the image?,no,3013.png,12
28963,is there a brown shape in the image?,no,3013.png,12
28964,what shape is in the image?,circle,3014.png,0
28965,what shape is present?,circle,3014.png,0
28966,what is the yellow shape?,circle,3014.png,0
28967,what color is the circle?,yellow,3014.png,8
28968,is there a rectangle in the image?,no,3014.png,12
28969,does the image contain a circle?,yes,3014.png,4
28970,does the image contain a black shape?,no,3014.png,12
28971,is a green shape present?,no,3014.png,12
28972,is there a yellow shape in the image?,yes,3014.png,4
28973,is no teal shape present?,yes,3014.png,4
28974,is there a brown shape in the image?,no,3014.png,12
28975,what color is the triangle?,blue,3015.png,11
28976,what is the color of the triangle?,blue,3015.png,11
28977,is no triangle present?,no,3015.png,12
28978,is there not a black shape in the image?,yes,3015.png,4
28979,is a red shape present?,no,3015.png,12
28980,is there not a green shape in the image?,yes,3015.png,4
28981,is there not a yellow shape?,yes,3015.png,4
28982,does the image not contain a yellow shape?,yes,3015.png,4
28983,is there not a teal shape?,yes,3015.png,4
28984,what shape is in the image?,triangle,3016.png,9
28985,what shape does the image contain?,triangle,3016.png,9
28986,is there a circle in the image?,no,3016.png,12
28987,is there a black shape in the image?,no,3016.png,12
28988,is no black shape present?,yes,3016.png,4
28989,is there a red shape?,no,3016.png,12
28990,does the image contain a red shape?,no,3016.png,12
28991,is there not a red shape in the image?,yes,3016.png,4
28992,does the image contain a green shape?,yes,3016.png,4
28993,is there a blue shape in the image?,no,3016.png,12
28994,does the image contain a blue shape?,no,3016.png,12
28995,is there not a blue shape?,yes,3016.png,4
28996,does the image contain a yellow shape?,no,3016.png,12
28997,is there a teal shape in the image?,no,3016.png,12
28998,is there not a teal shape in the image?,yes,3016.png,4
28999,what shape does the image contain?,circle,3017.png,0
29000,what is the yellow shape?,circle,3017.png,0
29001,what color is the circle?,yellow,3017.png,8
29002,what is the color of the circle?,yellow,3017.png,8
29003,what color is the shape?,yellow,3017.png,8
29004,what is the color of the shape?,yellow,3017.png,8
29005,is no rectangle present?,yes,3017.png,4
29006,is there a circle in the image?,yes,3017.png,4
29007,does the image not contain a circle?,no,3017.png,12
29008,is a black shape present?,no,3017.png,12
29009,is there not a gray shape in the image?,yes,3017.png,4
29010,is there not a red shape?,yes,3017.png,4
29011,is no red shape present?,yes,3017.png,4
29012,does the image not contain a green shape?,yes,3017.png,4
29013,does the image contain a yellow shape?,yes,3017.png,4
29014,is there a teal shape?,no,3017.png,12
29015,does the image contain a brown shape?,no,3017.png,12
29016,what shape is in the image?,circle,3018.png,0
29017,what is the color of the circle?,gray,3018.png,3
29018,what color is the shape?,gray,3018.png,3
29019,what is the color of the shape?,gray,3018.png,3
29020,is there a triangle in the image?,no,3018.png,12
29021,is there not a triangle?,yes,3018.png,4
29022,does the image not contain a red shape?,yes,3018.png,4
29023,is a teal shape present?,no,3018.png,12
29024,does the image not contain a brown shape?,yes,3018.png,4
29025,what is the red shape?,triangle,3019.png,9
29026,what color is the shape?,red,3019.png,2
29027,is there not a triangle in the image?,no,3019.png,12
29028,does the image not contain a triangle?,no,3019.png,12
29029,does the image contain a black shape?,no,3019.png,12
29030,is there not a black shape in the image?,yes,3019.png,4
29031,is no gray shape present?,yes,3019.png,4
29032,is there not a red shape in the image?,no,3019.png,12
29033,does the image contain a green shape?,no,3019.png,12
29034,is there a blue shape in the image?,no,3019.png,12
29035,is there a yellow shape?,no,3019.png,12
29036,does the image not contain a yellow shape?,yes,3019.png,4
29037,what shape does the image contain?,triangle,3020.png,9
29038,what is the brown shape?,triangle,3020.png,9
29039,is there not a rectangle in the image?,yes,3020.png,4
29040,is there a circle?,no,3020.png,12
29041,is a circle present?,no,3020.png,12
29042,is there not a circle in the image?,yes,3020.png,4
29043,is there a triangle?,yes,3020.png,4
29044,is there a gray shape in the image?,no,3020.png,12
29045,does the image not contain a gray shape?,yes,3020.png,4
29046,is there a red shape in the image?,no,3020.png,12
29047,is there not a green shape in the image?,yes,3020.png,4
29048,is there a blue shape?,no,3020.png,12
29049,is a blue shape present?,no,3020.png,12
29050,does the image contain a teal shape?,no,3020.png,12
29051,is there a brown shape in the image?,yes,3020.png,4
29052,what shape is present?,triangle,3021.png,9
29053,what is the teal shape?,triangle,3021.png,9
29054,what color is the shape?,teal,3021.png,5
29055,is a circle present?,no,3021.png,12
29056,is there a triangle in the image?,yes,3021.png,4
29057,does the image not contain a black shape?,yes,3021.png,4
29058,is no gray shape present?,yes,3021.png,4
29059,is there a blue shape?,no,3021.png,12
29060,is there not a blue shape?,yes,3021.png,4
29061,is no yellow shape present?,yes,3021.png,4
29062,is there a teal shape?,yes,3021.png,4
29063,does the image contain a teal shape?,yes,3021.png,4
29064,does the image contain a brown shape?,no,3021.png,12
29065,what shape is present?,rectangle,3022.png,7
29066,what shape does the image contain?,rectangle,3022.png,7
29067,what color is the rectangle?,green,3022.png,1
29068,what is the color of the shape?,green,3022.png,1
29069,is there a circle?,no,3022.png,12
29070,is there not a circle in the image?,yes,3022.png,4
29071,does the image contain a black shape?,no,3022.png,12
29072,is a black shape present?,no,3022.png,12
29073,is no black shape present?,yes,3022.png,4
29074,is there not a gray shape in the image?,yes,3022.png,4
29075,is there not a red shape in the image?,yes,3022.png,4
